"TestFormatRangeID","ActiveRange","TestFormatCode","PrimaryCode","ConditionalCode","ConditionalValue","Fasting","Sex","Age","AgeUnits","RangeDescription","PhoneRangeLow","PhoneRangeHigh","FlagRangeLow","FlagRangeHigh","AlertRangeLow","AlertRangeHigh","AuthorisationRangeLow","AuthorisationRangeHigh","DateValidFrom"
"100077","False","IGA","False","","","False","","11","Y","(0.5 - 2.0)","","",".5000","2.0000","","",".5000","99999.0000","2013-08-20"
"100078","False","IGA","False","","","False","","13","Y","(0.6 - 3.6)","","",".6000","3.6000","","",".6000","99999.0000",""
"100079","False","IGA","False","","","False","","15","Y","(0.5 - 2.5)","","",".5000","2.5000","","",".5000","99999.0000","2013-08-20"
"100080","False","IGA","False","","","False","","19","Y","(0.6 - 3.5)","","",".6000","3.5000","","",".6000","99999.0000","2013-08-20"
"100081","False","IGA","False","","","False","","120","Y","(0.7 - 4.0)","","",".7000","4.0000","","",".7000","99999.0000","2013-08-20"
"100082","False","HDL","True","","","False","F","6","Y","(0.8 - 1.8)","","",".8000","1.8000","","","","",""
"100083","False","HDL","False","","","False","F","10","Y","(1.0 - 1.8)","","","1.0000","1.8000","","","","",""
"100084","False","HDL","False","","","False","F","15","Y","(1.0 - 1.8","","","1.0000","1.8000","","","","",""
"100085","False","HDL","False","","","False","F","20","Y","(0.98 - 1.75)","","",".9800","1.7500","","","","",""
"100086","False","HDL","False","","","False","F","120","Y","(0.9 - 2.1)","","",".9000","2.1000","","","","",""
"100087","False","HDL","False","","","False","M","6","Y","(0.8 - 1.8)","","",".8000","1.8000","","","","",""
"100088","False","HDL","False","","","False","M","10","Y","(1.0 - 1.8)","","","1.0000","1.8000","","","","",""
"100089","False","HDL","False","","","False","M","15","Y","(1.0 - 1.8)","","","1.0000","1.8000","","","","",""
"100090","False","HDL","False","","","False","M","20","Y","(0.87 - 1.52)","","",".8700","1.5200","","","","",""
"100091","False","HDL","False","","","False","M","120","Y","(0.8 - 1.7)","","",".8000","1.7000","","","","",""
"100092","False","HCG","True","","","False","","","","(<5)","","",".0000","5.0000","","","","",""
"100093","False","HAPT","True","","","False","","","","(0.3 - 2.0)","","",".3000","2.0000","","",".0000","99999.0000",""
"100094","False","GGT","True","","","False","F","","","(5 - 35)","","","5.0000","35.0000","","",".0000","99999.0000",""
"100095","False","GGT","False","","","False","M","","","(10 - 60)","","","10.0000","60.0000","","",".0000","99999.0000",""
"100096","False","GGT","False","","","False","","","","","","","","","","",".0000","120.0000",""
"100097","False","XFT4","True","","","False","","6","D","(11.0 - 32.0)","","","11.0000","32.0000","","","99999.0000","99999.0000",""
"100098","False","XFT4","False","","","False","","14","D","(11.5 - 28.3)","","","11.5000","28.3000","","","99999.0000","99999.0000",""
"100099","False","XFT4","False","","","False","","120","Y","(12.0 - 22.0)","","","12.0000","22.0000","","","99999.0000","99999.0000",""
"100100","False","FT4X","True","","","False","","6","D","(11.0 - 32.0)","","","11.0000","32.0000","","","11.0000","32.0000",""
"100101","False","FT4X","False","","","False","","14","D","(11.5 - 28.3)","","","11.5000","28.3000","","","11.5000","28.3000",""
"100102","False","FT4X","False","","","False","","120","Y","(12.0 - 22.0)","","","12.0000","22.0000","","","12.0000","22.0000",""
"100103","False","FT4","True","","","False","","6","D","(11.0 - 32.0)","","","11.0000","32.0000","","","11.0000","32.0000",""
"100104","False","FT4","False","","","False","","14","D","(11.5 - 28.3)","","","11.5000","28.3000","","","11.5000","28.3000",""
"100105","False","FT4","False","","","False","","120","Y","(12.0 - 22.0)","","","12.0000","22.0000","","","12.0000","22.0000",""
"100106","False","FT3","True","","","False","","6","D","(2.65 - 9.68)","","","2.6400","9.6800","","","99999.0000","99999.0000",""
"100107","False","FT3","False","","","False","","14","D","(3.0 - 9.28)","","","3.0000","9.2800","","","99999.0000","99999.0000",""
"100108","False","FT3","False","","","False","","120","Y","(3.1 - 6.8)","","","3.1000","6.8000","","","99999.0000","99999.0000",""
"100109","False","FSH","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"100110","False","FAIX","True","","","False","F","50","Y","(0.3 - 5.6)","","",".6000","4.0000","","",".3000","5.6000","2010-03-11"
"100111","False","FAIX","False","","","False","F","120","Y","(0.2 - 3.6)","","",".2000","3.6000","","",".2000","3.6000","2010-03-11"
"100112","False","FAIX","False","","","False","M","50","Y","(35 - 92.6)","","","35.0000","92.6000","","","35.0000","92.6000","2010-03-11"
"100113","False","FAIX","False","","","False","M","120","Y","(24.3 - 72.1)","","","24.3000","72.1000","","","24.3000","72.1000","2010-03-11"
"100114","False","FAI","True","","","False","F","50","Y","(0.3 - 5.6)","","",".3000","5.6000","","",".3000","5.6000","2010-03-11"
"100115","False","FAI","False","","","False","F","120","Y","(0.2 - 3.6)","","",".2000","3.6000","","",".2000","3.6000","2010-03-11"
"100116","False","FAI","False","","","False","M","50","Y","(35 - 92.6)","","","35.0000","92.6000","","","35.0000","92.6000","2010-03-11"
"100117","False","FAI","False","","","False","M","120","Y","(24.3 - 72.1)","","","24.3000","72.1000","","","24.3000","72.1000","2010-03-11"
"100118","False","XFOL","True","","","False","","","","(3.9 - 26.8)","","","3.9000","26.8000","","","99999.0000","99999.0000","2016-11-22"
"100119","False","FOLX","True","","","False","","","","(3.9 - 26.8)","","","3.9000","26.8000","","",".0000","99999.0000","2016-11-22"
"100120","False","FOL","True","","","False","","","","(3.9 - 26.8)","","","3.9000","26.8000","","",".0000","99999.0000","2016-11-22"
"100121","False","FERX","True","@[018210]","TRRU","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","",".0000","99999.0000","2013-06-04"
"100122","False","FERX","False","@[018210]","TRRU","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100123","False","FERX","False","@[018210]","TRRU","False","M","","","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100124","False","FERX","False","@[018210]","BHDC","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","",".0000","99999.0000","2013-06-04"
"100125","False","FERX","False","@[018210]","BHDC","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100126","False","FERX","False","@[018210]","BHDC","False","M","","","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100127","False","FERX","False","@[018210]","WCRU","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","",".0000","99999.0000","2013-06-04"
"100128","False","FERX","False","@[018210]","WCRU","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100129","False","FERX","False","@[018210]","WCRU","False","M","","","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100130","False","FERX","False","@C[32704]","301","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","",".0000","99999.0000","2013-06-04"
"100131","False","FERX","False","@C[32704]","301","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100132","False","FERX","False","@C[32704]","301","False","M","","","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100133","False","FERX","False","@C[32704]","303","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","",".0000","99999.0000","2013-06-04"
"100134","False","FERX","False","@C[32704]","303","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100135","False","FERX","False","@C[32704]","303","False","M","","","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100136","False","FERX","False","@C[32704]","361","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","",".0000","99999.0000","2013-06-04"
"100137","False","FERX","False","@C[32704]","361","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100138","False","FERX","False","@C[32704]","361","False","M","","","(30 - 400)","","","30.0000","400.0000","","",".0000","99999.0000","2013-06-04"
"100139","False","FERX","False","","","False","","3","D","(149 - 1351)","","","149.0000","1351.0000","","",".0000","99999.0000","2013-06-04"
"100140","False","FERX","False","","","False","","1","M","(33 - 835)","","","33.0000","835.0000","","",".0000","99999.0000","2013-06-04"
"100141","False","FERX","False","","","False","","4","M","(21 - 597)","","","21.0000","597.0000","","",".0000","99999.0000","2013-06-04"
"100142","False","FERX","False","","","False","","16","Y","(20 - 200)","","","20.0000","200.0000","","",".0000","99999.0000","2013-06-04"
"100143","False","FERX","False","","","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","",".0000","499.0000","2013-06-04"
"100144","False","FERX","False","","","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","",".0000","499.0000","2013-06-04"
"100145","False","FERX","False","","","False","M","","","(30 - 400)","","","30.0000","400.0000","","",".0000","799.0000","2013-06-04"
"100146","False","XFER","True","","","False","","3","D","(149 - 1351)","","","149.0000","1351.0000","","","99999.0000","99999.0000","2013-06-04"
"100147","False","XFER","False","","","False","","1","M","(33 - 835)","","","33.0000","835.0000","","","99999.0000","99999.0000","2013-06-04"
"100148","False","XFER","False","","","False","","4","M","(21 - 597)","","","21.0000","597.0000","","","99999.0000","99999.0000","2013-06-04"
"100149","False","XFER","False","","","False","","16","Y","(20 - 200)","","","20.0000","200.0000","","","99999.0000","99999.0000","2013-06-04"
"100150","False","XFER","False","","","False","F","50","Y","(13 - 150)","","","13.0000","150.0000","","","99999.0000","99999.0000","2013-06-04"
"100151","False","XFER","False","","","False","F","120","Y","(30 - 400)","","","30.0000","400.0000","","","99999.0000","99999.0000","2013-06-04"
"100152","False","XFER","False","","","False","M","","","(30 - 400)","","","30.0000","400.0000","","","99999.0000","99999.0000","2013-06-04"
"100153","False","DHES","True","","","False","F","1","W","(2.93 - 16.5)","","","2.9300","16.5000","","","99999.0000","99999.0000",""
"100154","False","DHES","False","","","False","F","4","W","(0.86 - 11.7)","","",".8600","11.7000","","","99999.0000","99999.0000",""
"100155","False","DHES","False","","","False","F","1","Y","(0.09 - 3.35)","","",".0900","3.3500","","","99999.0000","99999.0000",""
"100156","False","DHES","False","","","False","F","4","Y","(0.01 - 0.53)","","",".0100",".5300","","","99999.0000","99999.0000",""
"100157","False","DHES","False","","","False","F","10","Y","(0.08 - 2.31)","","",".0800","2.3100","","","99999.0000","99999.0000",""
"100158","False","DHES","False","","","False","F","14","Y","(0.92 - 7.60)","","",".9200","7.6000","","","99999.0000","99999.0000",""
"100159","False","DHES","False","","","False","F","19","Y","(1.77 - 9.99)","","","1.7700","9.9900","","","99999.0000","99999.0000",""
"100160","False","DHES","False","","","False","F","24","Y","(4.02 - 11.0)","","","4.0200","11.0000","","","99999.0000","99999.0000",""
"100161","False","DHES","False","","","False","F","34","Y","(2.69 - 9.23)","","","2.6900","9.2300","","","99999.0000","99999.0000",""
"100162","False","DHES","False","","","False","F","44","Y","(1.65 - 9.15)","","","1.6500","9.1500","","","99999.0000","99999.0000",""
"100163","False","DHES","False","","","False","F","54","Y","(0.96 - 6.95)","","",".9600","6.9500","","","99999.0000","99999.0000",""
"100164","False","DHES","False","","","False","F","64","Y","(0.51 - 5.56)","","",".5100","5.5600","","","99999.0000","99999.0000",""
"100165","False","DHES","False","","","False","F","74","Y","(0.26 - 6.68)","","",".2600","6.6800","","","99999.0000","99999.0000",""
"100166","False","DHES","False","","","False","F","120","Y","(0.33 - 4.18)","","",".3300","4.1800","","","99999.0000","99999.0000",""
"100167","False","DHES","False","","","False","M","1","W","(32.93 - 16.5)","","","32.9300","16.5000","","","99999.0000","99999.0000",""
"100168","False","DHES","False","","","False","M","4","W","(0.86 - 11.7)","","",".8600","11.7000","","","99999.0000","99999.0000",""
"100169","False","DHES","False","","","False","M","1","Y","(0.09 - 3.35)","","",".0900","3.3500","","","99999.0000","99999.0000",""
"100170","False","DHES","False","","","False","M","4","Y","(0.01 - 0.53)","","",".0100",".5300","","","99999.0000","99999.0000",""
"100171","False","DHES","False","","","False","M","10","Y","(0.08 - 2.31)","","",".0800","2.3100","","","99999.0000","99999.0000",""
"100172","False","DHES","False","","","False","M","14","Y","(0.66 - 6.70)","","",".6600","6.7000","","","99999.0000","99999.0000",""
"100173","False","DHES","False","","","False","M","19","Y","(1.91 - 13.4)","","","1.9100","13.4000","","","99999.0000","99999.0000",""
"100174","False","DHES","False","","","False","M","24","Y","(5.73 - 13.4)","","","5.7300","13.4000","","","99999.0000","99999.0000",""
"100175","False","DHES","False","","","False","M","34","Y","(4.34 - 12.2)","","","4.3400","12.2000","","","99999.0000","99999.0000",""
"100176","False","DHES","False","","","False","M","44","Y","(2.41 - 11.6)","","","2.4100","11.6000","","","99999.0000","99999.0000",""
"100177","False","DHES","False","","","False","M","54","Y","(1.20 - 8.98)","","","1.2000","8.9800","","","99999.0000","99999.0000",""
"100178","False","DHES","False","","","False","M","64","Y","(1.40 - 8.01)","","","1.4000","8.0100","","","99999.0000","99999.0000",""
"100179","False","DHES","False","","","False","M","74","Y","(0.91 - 6.76)","","",".9100","6.7600","","","99999.0000","99999.0000",""
"100180","False","DHES","False","","","False","M","120","Y","(0.44 - 3.34)","","",".4400","3.3400","","","99999.0000","99999.0000",""
"100181","False","CRP","True","@[018210]","TRRU","False","","","","(<5)",".0000","300.0000",".0000","5.0000","","",".0000","99999.0000",""
"100182","False","CRP","False","@[018210]","WCRU","False","","","","(<5)",".0000","300.0000",".0000","5.0000","","",".0000","99999.0000",""
"100183","False","CRP","False","@[018210]","BHDC","False","","","","(<5)",".0000","300.0000",".0000","5.0000","","",".0000","99999.0000",""
"100184","False","CRP","False","@C[32704]","600","False","","","","(<5)",".0000","300.0000",".0000","5.0000","","","","",""
"100185","False","CRP","False","","","False","","","","(<5)",".0000","300.0000",".0000","5.0000","","","","",""
"100186","False","ECRE","True","SOURCE","?Neonatal","False","","","U","(25 - 91)","","","25.0000","91.0000","","",".0000","91.0000",""
"100187","False","ECRE","False","SOURCE","?Maternity","False","","","U","(21 - 75)","","","21.0000","75.0000","","",".0000","75.0000",""
"100188","False","ECRE","False","@[018210]","TRRU","False","M","120","Y","(62 - 106)",".0000","1500.0000","62.0000","106.0000","","",".0000","1000.0000",""
"100189","False","ECRE","False","@[018210]","TRRU","False","F","120","Y","(44 - 80)",".0000","1500.0000","44.0000","80.0000","","",".0000","1000.0000",""
"100190","False","ECRE","False","@[018210]","BHDC","False","M","120","Y","(62 - 106)",".0000","1500.0000","62.0000","106.0000","","",".0000","1000.0000",""
"100191","False","ECRE","False","@[018210]","BHDC","False","F","120","Y","(44 - 80)",".0000","1500.0000","44.0000","80.0000","","",".0000","1000.0000",""
